Name,Danger,Magician level,Remarks,Scores,Absenses,Lupin coef,Quidditch,Disease,Beans,Teacher,StickLevel,Volan-De-Mort
Ginny,5,8,9,3,21,0.87,9,0.21,3,Trelawney,4,7
Ron,45,4,0,1,24,0.94,20,0.74,2,Dumbledore,4,9
Fred,23,4,7,2,16,0.83,13,0.42,4,Mcgonagall,4,6
Ginny,10,3,1,3,13,0.36,1,0.13,3,Lupin,3,2
Ginny,6,8,20,3,32,1.08,20,0.32,3,Mcgonagall,4,6
Fred,26,3,4,2,13,0.0,16,0.45,4,Lupin,1,3
Goyle,28,9,4,2,21,1.15,0,0.37,4,Trelawney,3,9
Harry,41,3,9,0,20,0.0,19,0.7,0,Mcgonagall,1,10
Crabbe,19,2,6,2,33,0.55,0,0.27,4,Trelawney,1,8
George,45,4,23,2,51,1.89,3,0.51,4,Trelawney,2,3
Draco,14,1,3,2,15,0.24,7,0.29,4,Snape,1,8
Sedric,40,3,5,2,19,0.0,25,0.69,4,Snape,1,4
Ginny,8,2,9,3,21,0.35,9,0.21,3,Trelawney,2,4
Ginny,10,9,0,3,12,0.66,0,0.12,3,Dumbledore,3,2
Draco,14,2,0,2,12,0.0,10,0.32,4,Dumbledore,1,8
Hermiona,32,8,15,2,0,1.95,0,0.38,4,Lupin,4,6
Ginny,4,9,4,3,16,0.53,4,0.16,3,Sprout,3,8
Goyle,30,3,4,2,21,0.47,0,0.37,4,Trelawney,1,7
Ron,47,8,22,1,46,1.43,42,0.96,2,Mcgonagall,4,7
George,46,4,18,2,46,0.89,2,0.5,4,Sprout,2,2
Crabbe,25,9,14,2,41,1.71,0,0.27,4,Lupin,3,2
Crabbe,24,4,25,2,52,0.68,0,0.27,4,Mcgonagall,2,3
Draco,21,8,26,2,38,1.95,16,0.38,4,Sprout,4,1
Hermiona,34,2,18,2,0,1.86,0,0.38,4,Sprout,2,4
Fred,26,9,0,2,9,0.93,20,0.49,4,Dumbledore,3,3
Fred,19,4,0,2,9,0.79,20,0.49,4,Snape,4,10
Sedric,41,1,0,2,14,0.0,30,0.74,4,Dumbledore,1,3
Ron,1,9,22,1,46,0.25,42,0.46,2,Sprout,3,3
Harry,44,1,9,0,20,0.0,19,0.7,0,Mcgonagall,1,7
Crabbe,17,4,14,2,41,0.86,0,0.27,4,Lupin,4,10
Draco,21,12,15,2,27,1.0,5,0.27,4,Hagrid,4,1
Hermiona,30,4,0,2,0,1.25,0,0.38,4,Dumbledore,4,8
Sedric,42,6,0,2,14,1.51,30,0.74,4,Dumbledore,2,2
George,39,3,0,2,28,1.71,20,0.68,4,Dumbledore,3,9
Sedric,43,3,13,2,27,1.23,17,0.61,4,Hagrid,1,1
Fred,27,9,0,2,9,0.97,20,0.49,4,Dumbledore,3,2
Draco,12,3,0,2,12,0.0,10,0.32,4,Dumbledore,1,10
Ginny,9,4,15,3,27,1.79,15,0.27,3,Hagrid,4,3
Sedric,37,2,0,2,14,1.33,30,0.74,4,Dumbledore,2,7
Sedric,42,8,29,2,43,2.95,1,0.45,4,Lupin,4,2
Crabbe,17,3,0,2,27,0.61,0,0.27,4,Hagrid,3,10
Hermiona,34,6,23,2,0,2.5,0,0.38,4,Trelawney,3,4
Harry,44,8,10,0,21,0.0,20,0.71,0,Trelawney,4,7
Fred,28,2,18,2,27,0.64,2,0.31,4,Hagrid,2,1
Sedric,42,6,7,2,21,1.76,23,0.67,4,Trelawney,2,2
Fred,22,4,12,2,21,0.94,8,0.37,4,Trelawney,4,7
Goyle,27,4,26,2,43,0.73,0,0.37,4,Lupin,2,10
Goyle,31,6,26,2,43,1.58,0,0.37,4,Lupin,2,6
Ginny,6,6,27,3,39,1.37,27,0.39,3,Snape,2,6
Fred,22,2,0,2,9,0.48,20,0.49,4,Snape,1,7
Draco,16,4,0,2,12,0.44,10,0.32,4,Dumbledore,4,6
Fred,26,2,0,2,9,0.36,20,0.49,4,Snape,1,3
Draco,13,1,1,2,13,0.31,9,0.31,4,Lupin,1,9
Harry,42,4,10,0,21,0.0,20,0.71,0,Trelawney,2,9
Ron,1,3,22,1,46,0.41,42,0.46,2,Sprout,3,3
Harry,44,4,6,0,17,0.0,16,0.67,0,Snape,4,7
Fred,20,3,0,2,9,0.0,20,0.49,4,Snape,1,9
Draco,13,1,9,2,21,0.3,1,0.23,4,Trelawney,1,9
Hermiona,32,1,26,2,0,1.27,0,0.38,4,Mcgonagall,1,6
Sedric,35,8,12,2,26,1.95,18,0.62,4,Mcgonagall,4,9
Hermiona,32,2,23,2,0,1.97,0,0.38,4,Trelawney,2,6
Sedric,34,4,29,2,43,2.62,1,0.45,4,Lupin,4,10
Sedric,34,1,12,2,26,0.64,18,0.62,4,Mcgonagall,1,10
George,39,6,23,2,51,1.72,3,0.51,4,Trelawney,2,9
Crabbe,24,3,25,2,52,1.08,0,0.27,4,Mcgonagall,3,3
Fred,25,9,0,2,9,0.55,20,0.49,4,Dumbledore,3,4
Sedric,36,3,5,2,19,1.47,25,0.69,4,Snape,3,8
Fred,23,3,7,2,16,0.66,13,0.42,4,Mcgonagall,1,6
Draco,19,2,15,2,27,0.75,5,0.27,4,Hagrid,1,3
Ron,49,6,0,1,24,0.54,20,0.74,2,Dumbledore,3,5
George,43,3,11,2,39,0.0,9,0.57,4,Snape,1,5
Fred,19,6,0,2,9,0.53,20,0.49,4,Snape,2,10
Crabbe,20,2,6,2,33,0.0,0,0.27,4,Trelawney,1,7
Draco,14,9,26,2,38,0.88,16,0.38,4,Sprout,3,8
Fred,26,6,4,2,13,0.83,16,0.45,4,Lupin,2,3
Sedric,39,9,29,2,43,1.49,1,0.45,4,Lupin,3,5
Crabbe,17,1,14,2,41,0.43,0,0.27,4,Lupin,1,10
Goyle,27,4,10,2,27,1.03,0,0.37,4,Hagrid,4,10
Hermiona,34,6,26,2,0,2.64,0,0.38,4,Mcgonagall,3,4
Fred,28,3,7,2,16,1.54,13,0.42,4,Mcgonagall,3,1
Crabbe,21,6,25,2,52,1.28,0,0.27,4,Mcgonagall,2,6
Sedric,43,2,29,2,43,2.0,1,0.45,4,Lupin,2,1
Crabbe,18,6,6,2,33,0.67,0,0.27,4,Trelawney,2,9
Harry,44,12,25,0,36,0.0,35,0.86,0,Sprout,4,7
George,40,3,11,2,39,0.0,9,0.57,4,Snape,1,8
Fred,25,3,0,2,9,0.9,20,0.49,4,Snape,3,4
Sedric,42,4,7,2,21,1.76,23,0.67,4,Trelawney,2,2
Ginny,9,8,0,3,12,0.67,0,0.12,3,Dumbledore,4,3
Sedric,40,1,0,2,14,0.88,30,0.74,4,Dumbledore,1,4
Ginny,2,4,1,3,13,0.12,1,0.13,3,Lupin,2,10
Ron,49,8,15,1,39,1.59,35,0.89,2,Snape,4,5
Crabbe,17,2,0,2,27,0.61,0,0.27,4,Dumbledore,2,10
Crabbe,17,12,0,2,27,0.84,0,0.27,4,Hagrid,4,10
Ginny,11,12,4,3,16,0.62,4,0.16,3,Sprout,4,1
Goyle,36,4,4,2,21,1.11,0,0.37,4,Trelawney,2,1
Crabbe,22,12,0,2,27,0.61,0,0.27,4,Hagrid,4,5
Harry,49,12,10,0,21,0.0,20,0.71,0,Trelawney,4,2
Sedric,36,2,0,2,14,0.79,30,0.74,4,Dumbledore,1,8
Hermiona,36,8,29,2,0,1.8,0,0.38,4,Hagrid,4,2
Ron,2,9,19,1,43,0.23,39,0.43,2,Lupin,3,2
Ginny,2,4,20,3,32,0.91,20,0.32,3,Mcgonagall,4,10
Crabbe,19,2,25,2,52,0.61,0,0.27,4,Mcgonagall,2,8
Fred,27,9,4,2,13,1.36,16,0.45,4,Lupin,3,2
Sedric,42,1,13,2,27,0.76,17,0.61,4,Hagrid,1,2
Ginny,8,9,9,3,21,0.91,9,0.21,3,Trelawney,3,4
Draco,14,2,26,2,38,0.55,16,0.38,4,Sprout,1,8
Draco,15,9,10,2,22,1.1,0,0.22,4,Mcgonagall,3,7
Crabbe,21,2,0,2,27,0.75,0,0.27,4,Hagrid,2,6
Ron,3,8,3,1,27,0.15,23,0.27,2,Hagrid,4,1
Ginny,7,6,20,3,32,0.89,20,0.32,3,Mcgonagall,3,5
Ron,46,2,19,1,43,0.71,39,0.93,2,Lupin,1,8
Fred,28,12,7,2,16,1.46,13,0.42,4,Mcgonagall,4,1
Ginny,3,9,27,3,39,0.99,27,0.39,3,Snape,3,9
Goyle,27,3,15,2,32,1.85,0,0.37,4,Mcgonagall,3,10
Ron,44,2,3,1,27,0.0,23,0.77,2,Hagrid,1,10
Draco,19,2,9,2,21,1.0,1,0.23,4,Trelawney,2,3
Harry,42,12,2,0,13,0.0,12,0.63,0,Lupin,4,9
Fred,26,3,7,2,16,1.45,13,0.42,4,Mcgonagall,3,3
Fred,25,12,7,2,16,1.59,13,0.42,4,Mcgonagall,4,4
Harry,42,1,25,0,36,0.0,35,0.86,0,Sprout,1,9
Hermiona,30,2,0,2,0,1.08,0,0.38,4,Dumbledore,2,8
Goyle,29,9,26,2,43,1.21,0,0.37,4,Lupin,3,8
Fred,27,3,23,2,32,0.0,3,0.32,4,Sprout,1,2
George,46,2,15,2,43,0.85,5,0.53,4,Lupin,1,2
George,45,12,4,2,32,1.36,16,0.64,4,Mcgonagall,4,3
Draco,19,3,1,2,13,0.44,9,0.31,4,Lupin,1,3
Sedric,36,8,7,2,21,2.14,23,0.67,4,Trelawney,4,8
Ron,0,12,22,1,46,0.46,42,0.46,2,Mcgonagall,4,4
Crabbe,26,3,14,2,41,0.55,0,0.27,4,Lupin,1,1
Ron,3,6,19,1,43,0.39,39,0.43,2,Lupin,3,1
Hermiona,32,12,15,2,0,2.34,0,0.38,4,Lupin,4,6
Ginny,9,12,1,3,13,0.42,1,0.13,3,Lupin,4,3
Hermiona,29,3,23,2,0,1.14,0,0.38,4,Trelawney,3,9
Hermiona,28,9,26,2,0,2.37,0,0.38,4,Mcgonagall,3,10
Ginny,2,2,0,3,12,0.04,0,0.12,3,Dumbledore,2,10
Ron,2,2,0,1,24,0.01,20,0.24,2,Dumbledore,1,2
Goyle,36,12,0,2,17,1.0,0,0.37,4,Dumbledore,4,1
Draco,15,9,0,2,12,0.33,10,0.32,4,Dumbledore,3,7
Fred,24,2,0,2,9,0.33,20,0.49,4,Dumbledore,2,5
Hermiona,35,1,29,2,0,0.0,0,0.38,4,Hagrid,1,3
Harry,41,6,6,0,17,0.0,16,0.67,0,Snape,3,10
Ginny,9,1,15,3,27,0.0,15,0.27,3,Hagrid,1,3
Goyle,31,8,10,2,27,1.14,0,0.37,4,Hagrid,4,6
Draco,16,2,0,2,12,0.0,10,0.32,4,Dumbledore,1,6
Sedric,40,8,28,2,42,2.83,2,0.46,4,Sprout,4,4
Harry,48,8,25,0,36,0.0,35,0.86,0,Sprout,4,3
Fred,19,1,12,2,21,0.68,8,0.37,4,Trelawney,1,10
Goyle,36,2,10,2,27,1.01,0,0.37,4,Hagrid,1,1
Draco,13,2,10,2,22,0.51,0,0.22,4,Mcgonagall,1,9
Fred,28,4,0,2,9,0.78,20,0.49,4,Dumbledore,4,1
Hermiona,32,3,19,2,0,1.12,0,0.38,4,Snape,1,6
George,41,9,29,2,57,1.54,9,0.57,4,Hagrid,3,7
Fred,28,2,7,2,16,0.49,13,0.42,4,Mcgonagall,2,1
Goyle,33,3,26,2,43,1.3,0,0.37,4,Lupin,3,4
Sedric,43,3,29,2,43,1.58,1,0.45,4,Lupin,1,1
George,40,3,23,2,51,0.0,3,0.51,4,Trelawney,1,8
Sedric,35,6,12,2,26,2.07,18,0.62,4,Mcgonagall,3,9
Fred,23,2,18,2,27,0.57,2,0.31,4,Hagrid,2,6
Goyle,36,1,22,2,39,0.8,0,0.37,4,Snape,1,1
Goyle,34,3,4,2,21,0.83,0,0.37,4,Trelawney,1,3
Hermiona,32,6,23,2,0,1.97,0,0.38,4,Trelawney,2,6
Draco,15,3,10,2,22,0.9,0,0.22,4,Mcgonagall,3,7
Goyle,34,1,15,2,32,0.68,0,0.37,4,Mcgonagall,1,3
Fred,21,4,0,2,9,1.04,20,0.49,4,Dumbledore,4,8
George,43,2,18,2,46,0.85,2,0.5,4,Sprout,2,5
Ginny,2,4,1,3,13,0.19,1,0.13,3,Lupin,4,10
George,46,6,23,2,51,2.47,3,0.51,4,Trelawney,2,2
Sedric,37,1,12,2,26,1.08,18,0.62,4,Mcgonagall,1,7
Crabbe,22,8,0,2,27,0.91,0,0.27,4,Dumbledore,4,5
Fred,21,6,4,2,13,1.1,16,0.45,4,Lupin,3,8
Draco,21,12,0,2,12,1.04,10,0.32,4,Dumbledore,4,1
Hermiona,33,6,19,2,0,0.72,0,0.38,4,Snape,2,5
Ron,2,2,22,1,46,0.33,42,0.46,2,Mcgonagall,2,2
Ginny,8,2,0,3,12,0.43,0,0.12,3,Dumbledore,2,4
George,45,8,29,2,57,2.05,9,0.57,4,Hagrid,4,3
Harry,41,8,25,0,36,0.0,35,0.86,0,Sprout,4,10
Goyle,36,9,10,2,27,2.02,0,0.37,4,Hagrid,3,1
Draco,21,2,15,2,27,0.5,5,0.27,4,Hagrid,2,1
George,40,1,11,2,39,0.71,9,0.57,4,Snape,1,8
Hermiona,30,12,19,2,0,2.44,0,0.38,4,Snape,4,8
Draco,16,3,26,2,38,0.92,16,0.38,4,Sprout,1,6
Crabbe,23,4,18,2,45,2.04,0,0.27,4,Snape,4,4
Ginny,8,4,27,3,39,2.61,27,0.39,3,Snape,4,4
Goyle,36,12,10,2,27,2.29,0,0.37,4,Hagrid,4,1
Fred,19,1,23,2,32,0.0,3,0.32,4,Sprout,1,10
George,38,6,15,2,43,1.9,5,0.53,4,Lupin,2,10
Ron,49,2,15,1,39,0.44,35,0.89,2,Snape,1,5
Draco,14,1,0,2,12,0.19,10,0.32,4,Dumbledore,1,8
Sedric,37,12,13,2,27,2.08,17,0.61,4,Hagrid,4,7
Hermiona,29,6,29,2,0,2.08,0,0.38,4,Hagrid,2,9
Ron,3,3,0,1,24,0.05,20,0.24,2,Dumbledore,3,1
George,38,2,4,2,32,0.58,16,0.64,4,Mcgonagall,2,10
Goyle,28,2,0,2,17,0.0,0,0.37,4,Dumbledore,1,9
Fred,19,8,23,2,32,2.09,3,0.32,4,Sprout,4,10
Goyle,35,9,22,2,39,2.04,0,0.37,4,Snape,3,2
Fred,26,12,0,2,9,1.08,20,0.49,4,Dumbledore,4,3
George,38,12,18,2,46,2.78,2,0.5,4,Sprout,4,10
Hermiona,36,12,19,2,0,2.29,0,0.38,4,Snape,4,2
George,41,1,29,2,57,0.0,9,0.57,4,Hagrid,1,7
Ginny,10,1,27,3,39,0.77,27,0.39,3,Snape,1,2
Ginny,3,6,15,3,27,0.37,15,0.27,3,Hagrid,2,9
Crabbe,20,8,11,2,38,1.54,0,0.27,4,Sprout,4,7
Harry,42,12,0,0,11,0.0,10,0.61,0,Dumbledore,4,9
Draco,17,2,15,2,27,0.7,5,0.27,4,Hagrid,1,5
Ron,3,4,15,1,39,0.45,35,0.39,2,Snape,4,1
Goyle,33,1,4,2,21,0.81,0,0.37,4,Trelawney,1,4
Ron,0,6,19,1,43,0.21,39,0.43,2,Lupin,3,4
Sedric,43,1,28,2,42,0.0,2,0.46,4,Sprout,1,1
Harry,46,1,9,0,20,0.0,19,0.7,0,Mcgonagall,1,5
Ginny,6,9,4,3,16,0.66,4,0.16,3,Sprout,3,6
Draco,17,8,26,2,38,1.19,16,0.38,4,Sprout,4,5
Ginny,7,2,1,3,13,0.43,1,0.13,3,Lupin,2,5
George,43,6,4,2,32,1.03,16,0.64,4,Mcgonagall,3,5
Ginny,5,4,0,3,12,0.31,0,0.12,3,Dumbledore,4,7
Ginny,9,6,0,3,12,0.3,0,0.12,3,Dumbledore,3,3
Goyle,27,12,22,2,39,1.36,0,0.37,4,Snape,4,10
Harry,48,12,0,0,11,0.0,10,0.61,0,Dumbledore,4,3
George,44,6,29,2,57,1.6,9,0.57,4,Hagrid,3,4
Ginny,3,4,27,3,39,2.24,27,0.39,3,Snape,4,9
Hermiona,30,4,0,2,0,1.25,0,0.38,4,Dumbledore,4,8
Sedric,35,2,29,2,43,0.89,1,0.45,4,Lupin,2,9
Goyle,27,6,26,2,43,2.33,0,0.37,4,Lupin,3,10
Goyle,30,6,10,2,27,1.76,0,0.37,4,Hagrid,3,7
Fred,27,1,18,2,27,0.99,2,0.31,4,Hagrid,1,2
Draco,13,2,1,2,13,0.31,9,0.31,4,Lupin,1,9
Ron,48,3,3,1,27,0.0,23,0.77,2,Hagrid,1,6
Harry,0,12,16,0,27,0.0,26,0.27,0,Hagrid,4,1
Crabbe,24,1,18,2,45,0.58,0,0.27,4,Snape,1,3
Sedric,39,2,5,2,19,1.22,25,0.69,4,Snape,2,5
George,43,3,11,2,39,0.75,9,0.57,4,Snape,1,5
Fred,19,2,12,2,21,1.11,8,0.37,4,Trelawney,2,10
Harry,47,6,25,0,36,0.0,35,0.86,0,Sprout,3,4
Harry,46,2,0,0,11,0.0,10,0.61,0,Dumbledore,2,5
Harry,45,3,10,0,21,0.0,20,0.71,0,Trelawney,1,6
George,40,3,29,2,57,0.0,9,0.57,4,Hagrid,1,8
Fred,21,9,23,2,32,1.58,3,0.32,4,Sprout,3,8
Crabbe,21,4,25,2,52,0.64,0,0.27,4,Mcgonagall,2,6
Hermiona,31,3,15,2,0,1.65,0,0.38,4,Lupin,3,7
George,46,8,15,2,43,1.69,5,0.53,4,Lupin,4,2
Fred,20,3,4,2,13,0.86,16,0.45,4,Lupin,3,9
Draco,17,4,3,2,15,0.99,7,0.29,4,Snape,4,5
Ron,3,6,0,1,24,0.05,20,0.24,2,Dumbledore,2,1
George,47,9,4,2,32,1.83,16,0.64,4,Mcgonagall,3,1
George,46,12,15,2,43,3.03,5,0.53,4,Lupin,4,2
Fred,26,3,0,2,9,0.36,20,0.49,4,Snape,1,3
Sedric,39,2,29,2,43,2.44,1,0.45,4,Lupin,2,5
Draco,19,1,10,2,22,0.64,0,0.22,4,Mcgonagall,1,3
Fred,24,6,23,2,32,2.07,3,0.32,4,Sprout,3,5
Fred,21,3,23,2,32,1.58,3,0.32,4,Sprout,3,8
Goyle,31,4,4,2,21,1.25,0,0.37,4,Trelawney,2,6
Hermiona,36,2,0,2,0,1.29,0,0.38,4,Dumbledore,2,2
George,40,2,18,2,46,0.8,2,0.5,4,Sprout,1,8
Ron,1,3,27,1,51,0.62,47,0.51,2,Trelawney,3,3
Ginny,2,2,1,3,13,0.16,1,0.13,3,Lupin,2,10
George,39,6,0,2,28,0.54,20,0.68,4,Dumbledore,2,9
Crabbe,26,1,11,2,38,0.0,0,0.27,4,Sprout,1,1
Harry,47,2,0,0,11,0.0,10,0.61,0,Dumbledore,2,4
George,46,4,15,2,43,1.69,5,0.53,4,Lupin,4,2
Sedric,40,8,12,2,26,2.16,18,0.62,4,Mcgonagall,4,4
Goyle,35,9,22,2,39,1.25,0,0.37,4,Snape,3,2
Crabbe,20,3,6,2,33,0.0,0,0.27,4,Trelawney,1,7
Goyle,33,1,22,2,39,0.0,0,0.37,4,Snape,1,4
Draco,19,3,9,2,21,0.39,1,0.23,4,Trelawney,1,3
George,40,8,18,2,46,1.61,2,0.5,4,Sprout,4,8
Sedric,36,1,28,2,42,0.89,2,0.46,4,Sprout,1,8
Harry,0,6,10,0,21,0.0,20,0.21,0,Trelawney,2,1
Ginny,7,3,20,3,32,0.89,20,0.32,3,Mcgonagall,3,5
Goyle,36,6,29,2,46,1.43,0,0.37,4,Sprout,3,1
Draco,20,3,26,2,38,1.65,16,0.38,4,Sprout,3,2
Hermiona,30,12,26,2,0,2.33,0,0.38,4,Mcgonagall,4,8
Ginny,7,4,15,3,27,1.18,15,0.27,3,Hagrid,2,5
George,42,4,18,2,46,2.98,2,0.5,4,Sprout,4,6
Ginny,5,4,1,3,13,0.32,1,0.13,3,Lupin,2,7
Ron,1,2,19,1,43,0.14,39,0.43,2,Lupin,1,3
Draco,20,3,3,2,15,0.51,7,0.29,4,Snape,1,2
Sedric,38,4,5,2,19,1.19,25,0.69,4,Snape,2,6
Crabbe,24,6,18,2,45,0.92,0,0.27,4,Snape,3,3
Goyle,34,4,0,2,17,0.47,0,0.37,4,Dumbledore,2,3
Fred,28,6,12,2,21,1.43,8,0.37,4,Trelawney,3,1
Harry,44,6,2,0,13,0.0,12,0.63,0,Lupin,2,7
Ron,3,12,19,1,43,0.46,39,0.43,2,Lupin,4,1
Draco,14,9,0,2,12,0.31,10,0.32,4,Dumbledore,3,8
Ginny,7,2,20,3,32,0.0,20,0.32,3,Mcgonagall,1,5
Draco,16,1,9,2,21,0.55,1,0.23,4,Trelawney,1,6
George,39,2,23,2,51,0.86,3,0.51,4,Trelawney,2,9
Sedric,35,1,13,2,27,1.05,17,0.61,4,Hagrid,1,9
Draco,12,6,10,2,22,0.79,0,0.22,4,Mcgonagall,3,10
Harry,45,3,2,0,13,0.0,12,0.63,0,Lupin,1,6
Hermiona,37,3,26,2,0,2.26,0,0.38,4,Mcgonagall,3,1
Hermiona,33,9,15,2,0,1.72,0,0.38,4,Lupin,3,5
Crabbe,24,3,18,2,45,0.0,0,0.27,4,Snape,1,3
Ron,2,1,22,1,46,0.17,42,0.46,2,Sprout,1,2
Crabbe,18,2,0,2,27,0.25,0,0.27,4,Dumbledore,1,9
Harry,42,4,9,0,20,0.0,19,0.7,0,Mcgonagall,2,9
Draco,21,8,10,2,22,1.54,0,0.22,4,Mcgonagall,4,1
George,41,1,0,2,28,0.9,20,0.68,4,Dumbledore,1,7
Goyle,33,2,15,2,32,0.67,0,0.37,4,Mcgonagall,2,4
Harry,46,6,25,0,36,0.0,35,0.86,0,Sprout,3,5
Harry,42,4,2,0,13,0.0,12,0.63,0,Lupin,4,9
Hermiona,28,3,18,2,0,2.02,0,0.38,4,Sprout,3,10
Draco,12,1,1,2,13,0.29,9,0.31,4,Lupin,1,10
Harry,47,6,16,0,27,0.0,26,0.77,0,Hagrid,3,4
Ron,2,4,15,1,39,0.24,35,0.39,2,Snape,2,2
Hermiona,33,2,19,2,0,0.0,0,0.38,4,Snape,1,5
Draco,12,2,9,2,21,0.75,1,0.23,4,Trelawney,2,10
Hermiona,37,6,26,2,0,2.26,0,0.38,4,Mcgonagall,2,1
Sedric,37,12,13,2,27,2.08,17,0.61,4,Hagrid,4,7
Fred,28,9,12,2,21,0.88,8,0.37,4,Trelawney,3,1
Sedric,34,6,0,2,14,0.94,30,0.74,4,Dumbledore,2,10
Goyle,33,3,15,2,32,1.05,0,0.37,4,Mcgonagall,3,4
Ginny,5,4,9,3,21,0.87,9,0.21,3,Trelawney,4,7
Goyle,34,4,26,2,43,1.66,0,0.37,4,Lupin,4,3
Sedric,37,8,0,2,14,1.84,30,0.74,4,Dumbledore,4,7
Sedric,34,12,7,2,21,1.14,23,0.67,4,Trelawney,4,10
Harry,41,1,16,0,27,0.0,26,0.77,0,Hagrid,1,10
Sedric,41,9,7,2,21,2.11,23,0.67,4,Trelawney,3,3
Crabbe,17,6,0,2,27,0.47,0,0.27,4,Hagrid,2,10
Hermiona,35,4,26,2,0,3.03,0,0.38,4,Mcgonagall,4,3
Harry,45,6,16,0,27,0.0,26,0.77,0,Hagrid,3,6
Ginny,11,6,15,3,27,0.86,15,0.27,3,Hagrid,3,1
George,40,2,18,2,46,0.8,2,0.5,4,Sprout,1,8
Harry,45,8,0,0,11,0.0,10,0.61,0,Dumbledore,4,6
Ron,47,4,0,1,24,1.17,20,0.74,2,Dumbledore,4,7
Ron,44,2,3,1,27,0.0,23,0.77,2,Hagrid,1,10
Fred,22,6,4,2,13,0.93,16,0.45,4,Lupin,2,7
Goyle,31,6,10,2,27,0.9,0,0.37,4,Hagrid,3,6
Ginny,10,9,27,3,39,2.44,27,0.39,3,Snape,3,2
Crabbe,20,4,18,2,45,1.58,0,0.27,4,Snape,4,7
Goyle,30,6,15,2,32,1.61,0,0.37,4,Mcgonagall,2,7
Sedric,42,2,7,2,21,1.76,23,0.67,4,Trelawney,2,2
George,45,4,0,2,28,1.61,20,0.68,4,Dumbledore,2,3
Crabbe,20,6,14,2,41,1.49,0,0.27,4,Lupin,3,7
George,38,4,18,2,46,0.78,2,0.5,4,Sprout,2,10
Sedric,38,6,5,2,19,0.94,25,0.69,4,Snape,3,6
Ron,0,12,27,1,51,0.37,47,0.51,2,Trelawney,4,4
Crabbe,25,6,25,2,52,2.2,0,0.27,4,Mcgonagall,3,2
Goyle,29,6,0,2,17,0.64,0,0.37,4,Dumbledore,3,8
Hermiona,36,2,19,2,0,0.76,0,0.38,4,Snape,1,2
Ron,46,9,27,1,51,1.6,47,1.01,2,Trelawney,3,8
Fred,20,3,0,2,9,0.44,20,0.49,4,Snape,1,9
Goyle,35,6,10,2,27,1.25,0,0.37,4,Hagrid,2,2
Crabbe,17,4,25,2,52,1.51,0,0.27,4,Mcgonagall,2,10
Ron,46,6,0,1,24,0.32,20,0.74,2,Dumbledore,2,8
Hermiona,30,3,15,2,0,0.99,0,0.38,4,Lupin,3,8
Ginny,4,2,4,3,16,0.17,4,0.16,3,Sprout,2,8
Draco,12,4,26,2,38,1.58,16,0.38,4,Sprout,4,10
Harry,41,2,6,0,17,0.0,16,0.67,0,Snape,2,10
Fred,27,1,4,2,13,0.43,16,0.45,4,Lupin,1,2
Goyle,27,12,29,2,46,1.55,0,0.37,4,Sprout,4,10
Draco,17,6,15,2,27,0.7,5,0.27,4,Hagrid,3,5
Fred,28,6,0,2,9,1.0,20,0.49,4,Snape,2,1
Ron,46,4,22,1,46,1.69,42,0.96,2,Mcgonagall,4,8
Goyle,29,2,26,2,43,1.21,0,0.37,4,Lupin,1,8
Goyle,31,2,26,2,43,0.0,0,0.37,4,Lupin,1,6
Goyle,31,2,0,2,17,0.86,0,0.37,4,Dumbledore,2,6
Goyle,27,9,15,2,32,1.51,0,0.37,4,Mcgonagall,3,10
Crabbe,24,6,0,2,27,0.67,0,0.27,4,Dumbledore,2,3
Hermiona,30,2,0,2,0,0.0,0,0.38,4,Dumbledore,1,8
Ron,44,1,3,1,27,0.0,23,0.77,2,Hagrid,1,10
Ron,46,2,3,1,27,0.0,23,0.77,2,Hagrid,1,8
George,45,8,0,2,28,1.87,20,0.68,4,Dumbledore,4,3
Sedric,42,4,0,2,14,1.16,30,0.74,4,Dumbledore,2,2
Ron,48,3,19,1,43,0.46,39,0.93,2,Lupin,1,6
George,46,6,15,2,43,1.34,5,0.53,4,Lupin,3,2
Ron,46,1,0,1,24,0.0,20,0.74,2,Dumbledore,1,8
George,47,9,18,2,46,2.86,2,0.5,4,Sprout,3,1
Ginny,11,9,9,3,21,1.08,9,0.21,3,Trelawney,3,1
George,38,12,4,2,32,1.16,16,0.64,4,Mcgonagall,4,10
Ginny,4,2,4,3,16,0.0,4,0.16,3,Sprout,1,8
Goyle,36,4,29,2,46,1.8,0,0.37,4,Sprout,2,1
Draco,16,3,0,2,12,0.35,10,0.32,4,Dumbledore,3,6
Harry,49,1,9,0,20,0.0,19,0.7,0,Mcgonagall,1,2
George,45,12,15,2,43,1.66,5,0.53,4,Lupin,4,3
Crabbe,25,3,18,2,45,0.6,0,0.27,4,Snape,1,2
Fred,24,6,12,2,21,0.79,8,0.37,4,Trelawney,3,5
Harry,43,4,10,0,21,0.0,20,0.71,0,Trelawney,4,8
Ginny,6,4,20,3,32,1.94,20,0.32,3,Mcgonagall,4,6
Ron,48,2,3,1,27,0.35,23,0.77,2,Hagrid,1,6
Goyle,35,4,0,2,17,1.25,0,0.37,4,Dumbledore,2,2
Goyle,28,4,15,2,32,1.79,0,0.37,4,Mcgonagall,4,9
Goyle,34,3,15,2,32,1.08,0,0.37,4,Mcgonagall,3,3
Hermiona,32,8,26,2,0,1.61,0,0.38,4,Mcgonagall,4,6
